edate,countryname,partyname,partyabbrev,total,voteper,uncoded,per101,per102,per103,per104,per105,per106,per107,per108,per109,per110,per201,per202,per203,per204,per301,per302,per303,per304,per305,per401,per402,per403,per404,per405,per406,per407,per408,per409,per410,per411,per412,per413,per414,per415,per416,per501,per502,per503,per504,per505,per506,per507,per601,per602,per603,per604,per605,per606,per607,per608,per701,per702,per703,per704,per705,per706,eyear,label
1977-06-16,Ireland,Soldiers of Destiny,NA,482,50.63,21,0,5,0,9,0,1,8,5,0,0,20,8,4,0,8,0,45,0,3,3,37,9,11,0,32,0,5,2,42,34,16,2,4,0,0,3,3,13,20,0,18,0,16,0,2,0,10,3,0,0,6,0,33,0,0,21,1977,NA:1977
1981-06-11,Ireland,Workers’ Party,WP,358,1.72,1,13,1,5,0,4,1,4,0,0,0,2,8,0,0,16,0,0,0,1,0,2,1,0,0,0,0,11,0,7,12,0,3,0,0,0,7,32,36,96,0,20,0,4,0,0,3,12,0,0,0,13,0,0,0,0,43,1981,WP:1981
1981-06-11,Ireland,Labour Party,Labour,105,9.893,1,0,2,0,1,0,2,2,1,0,0,2,3,0,0,1,0,8,1,7,2,2,1,5,0,1,0,1,0,6,5,5,3,4,0,0,2,2,14,5,0,2,0,3,0,0,0,1,0,0,0,2,0,2,0,0,6,1981,Labour:1981
1981-06-11,Ireland,Family of the Irish,NA,121,36.455,2,0,3,0,0,0,0,1,0,0,0,1,3,0,0,2,0,16,0,6,2,12,2,2,0,1,0,0,0,7,6,3,0,4,0,0,3,3,11,7,0,3,0,4,0,0,0,1,2,0,0,1,0,6,0,0,7,1981,NA:1981
1981-06-11,Ireland,Soldiers of Destiny,NA,171,45.257,0,0,2,0,2,0,1,3,1,0,0,0,3,0,0,5,0,38,0,4,1,6,0,2,0,2,1,1,0,13,14,3,0,1,0,0,5,4,9,9,0,6,0,6,0,1,0,5,1,0,0,1,0,13,0,0,8,1981,NA:1981
1982-02-18,Ireland,Workers’ Party,WP,358,2.178,1,13,1,5,0,4,1,4,0,0,0,2,8,0,0,16,0,0,0,1,0,2,1,0,0,0,0,11,0,7,12,0,3,0,0,0,7,32,36,96,0,20,0,4,0,0,3,12,0,0,0,13,0,0,0,0,43,1982,WP:1982
1982-02-18,Ireland,Labour Party,Labour,29,9.121,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,5,0,1,0,0,0,0,1,0,0,0,0,1,0,2,0,0,3,1982,Labour:1982
1982-02-18,Ireland,Family of the Irish,NA,163,37.3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,3,9,10,0,0,3,0,0,0,7,9,0,0,44,0,0,1,0,8,14,1,1,0,0,0,0,0,0,4,0,0,24,0,5,0,0,4,1982,NA:1982
1982-02-18,Ireland,Soldiers of Destiny,NA,25,47.261,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,3,0,0,0,2,0,3,0,0,6,1982,NA:1982
1982-11-24,Ireland,Workers’ Party,WP,358,3.25,1,13,1,5,0,4,1,4,0,0,0,2,8,0,0,16,0,0,0,1,0,2,1,0,0,0,0,11,0,7,12,0,3,0,0,0,7,32,36,96,0,20,0,4,0,0,3,12,0,0,0,13,0,0,0,0,43,1982,WP:1982
1982-11-24,Ireland,Labour Party,Labour,190,9.363,1,6,0,0,0,0,2,5,1,0,1,3,0,0,1,0,0,5,0,9,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,32,42,0,13,0,0,0,0,3,9,0,0,0,31,0,7,0,1,2,1982,Labour:1982
1982-11-24,Ireland,Family of the Irish,NA,161,39.218,3,1,0,0,0,0,0,0,0,0,0,0,2,0,1,4,0,10,0,17,0,5,2,6,2,2,0,1,0,2,1,0,0,21,0,0,0,0,11,13,0,0,0,0,0,1,0,19,0,0,0,12,0,14,0,0,11,1982,NA:1982
1982-11-24,Ireland,Soldiers of Destiny,NA,53,45.201,4,0,0,0,0,5,6,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,4,0,0,0,0,4,0,0,7,0,0,0,0,3,1982,NA:1982
1987-02-17,Ireland,Workers’ Party,WP,714,3.785,1,24,1,7,0,7,2,12,0,7,0,0,4,0,0,29,0,0,0,19,0,5,0,0,0,0,0,23,4,14,3,0,14,0,0,0,30,53,55,113,0,64,0,0,0,0,0,26,0,0,0,27,0,29,0,10,131,1987,WP:1987
1987-02-17,Ireland,Labour Party,Labour,291,6.446,0,3,0,1,0,2,1,1,1,0,0,7,0,0,19,1,0,5,0,11,0,15,21,1,1,3,0,8,0,13,5,0,14,0,0,0,6,6,54,38,0,6,0,0,0,0,2,3,3,0,0,13,0,8,0,0,19,1987,Labour:1987
1987-02-17,Ireland,Progressive Democrats,PD,279,11.849,3,6,0,0,0,0,1,6,5,0,0,0,4,1,2,0,0,30,0,30,0,19,26,0,0,0,0,3,0,11,8,0,0,32,0,0,7,0,9,9,1,9,0,6,0,2,3,5,0,0,0,19,0,10,0,0,12,1987,PD:1987
1987-02-17,Ireland,Family of the Irish,NA,800,27.073,2,35,0,2,0,3,2,4,2,0,0,3,6,0,0,8,0,26,0,31,0,49,87,0,0,0,0,28,0,10,45,0,5,40,0,0,5,60,22,49,1,37,0,27,0,5,16,14,0,0,0,77,0,88,0,0,11,1987,NA:1987
1987-02-17,Ireland,Soldiers of Destiny,NA,640,44.146,2,12,0,1,11,1,2,5,3,2,2,4,2,0,0,26,0,47,0,0,0,47,31,0,6,0,0,4,0,21,89,0,11,7,0,0,14,40,8,53,0,25,0,7,0,0,11,42,0,0,0,6,0,76,0,0,22,1987,NA:1987
1989-06-15,Ireland,Green Party,Greens,201,1.498,0,0,0,0,0,4,2,5,0,0,6,3,8,0,0,20,0,0,2,0,0,3,3,0,0,0,0,1,0,0,8,0,0,0,0,29,51,4,17,6,0,5,0,0,0,3,8,1,3,5,0,2,0,2,0,0,0,1989,Greens:1989
1989-06-15,Ireland,Workers’ Party,WP,683,4.965,2,33,0,3,5,11,5,12,0,8,0,0,12,0,1,24,0,5,1,8,0,3,1,1,0,2,0,19,1,19,1,0,6,0,0,0,29,40,43,108,0,63,0,1,0,0,2,17,0,0,0,31,0,11,1,10,144,1989,WP:1989
1989-06-15,Ireland,Labour Party,Labour,181,9.475,8,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,4,23,0,7,5,7,1,0,0,0,6,7,0,0,2,0,0,0,2,0,29,26,0,7,0,0,0,0,0,0,2,0,0,28,0,0,0,0,2,1989,Labour:1989
1989-06-15,Ireland,Progressive Democrats,PD,240,5.493,0,6,0,0,4,0,0,0,6,0,0,5,0,0,7,3,0,19,0,0,0,9,17,0,0,0,0,20,0,0,1,0,0,4,0,0,13,0,14,32,3,4,0,8,0,0,4,18,3,0,0,8,0,29,0,0,3,1989,PD:1989
1989-06-15,Ireland,Family of the Irish,NA,874,29.292,4,16,0,0,12,0,0,6,34,0,0,0,0,0,0,0,0,40,1,2,0,49,37,0,16,0,0,45,0,20,66,0,0,10,0,0,101,21,13,85,0,39,0,4,0,0,8,43,3,0,0,50,0,95,0,0,54,1989,NA:1989
1989-06-15,Ireland,Soldiers of Destiny,NA,1104,44.149,0,47,0,4,20,2,1,31,26,0,0,0,0,0,0,0,0,37,0,14,0,71,16,0,0,0,0,33,0,31,146,0,11,21,0,0,88,77,19,120,0,42,0,0,0,0,3,46,0,0,0,38,0,124,3,0,33,1989,NA:1989
1992-11-25,Ireland,Green Party,Greens,201,1.398,0,0,0,0,0,4,2,5,0,0,6,3,8,0,0,20,0,0,2,0,0,3,3,0,0,0,0,1,0,0,8,0,0,0,0,29,51,4,17,6,0,5,0,0,0,3,8,1,3,5,0,2,0,2,0,0,0,1992,Greens:1992
1992-11-25,Ireland,Democratic Left Party,DLP,292,2.78,0,0,0,0,0,0,4,7,6,0,12,8,19,1,0,10,0,12,0,1,0,4,4,1,2,0,0,10,0,1,5,2,11,4,0,0,23,17,54,32,0,17,0,2,8,0,6,2,0,1,0,3,0,3,0,0,0,1992,DLP:1992
1992-11-25,Ireland,Labour Party,Labour,781,19.307,2,0,0,0,0,0,0,11,10,0,0,59,19,0,1,15,0,56,6,27,3,31,37,11,18,0,5,5,0,12,34,20,37,28,0,0,17,26,85,89,1,26,0,2,0,8,3,20,4,0,0,52,0,1,0,0,0,1992,Labour:1992
1992-11-25,Ireland,Progressive Democrats,PD,166,4.684,1,0,0,0,0,0,2,0,2,0,0,0,6,0,8,6,0,24,0,2,1,19,0,2,0,0,1,5,0,1,2,1,0,10,0,0,10,6,8,4,0,6,0,0,2,2,2,19,0,4,0,1,0,9,0,0,0,1992,PD:1992
1992-11-25,Ireland,Family of the Irish,NA,175,24.472,1,0,0,0,0,0,11,0,7,0,0,3,14,0,0,8,0,4,9,8,1,28,1,7,2,0,0,5,0,1,5,3,0,10,0,0,0,1,6,6,0,8,0,7,1,8,0,5,0,0,0,3,0,2,0,0,0,1992,NA:1992
1992-11-25,Ireland,Soldiers of Destiny,NA,176,39.113,0,0,0,0,0,1,1,5,8,0,0,0,2,0,0,13,0,5,0,0,3,15,3,2,3,0,1,9,0,1,21,1,4,4,0,0,4,7,8,14,0,10,0,2,0,3,0,10,0,5,0,1,0,10,0,0,0,1992,NA:1992
1997-06-06,Ireland,Green Party,Greens,472,2.757,2,0,0,0,7,10,6,10,1,0,19,6,36,0,3,22,1,22,5,18,0,0,11,1,1,0,0,1,0,3,9,0,3,3,0,56,67,6,34,26,0,16,0,10,0,0,12,11,0,3,0,3,0,10,0,10,8,1997,Greens:1997
1997-06-06,Ireland,Democratic Left Party,DLP,203,2.51,0,0,0,0,0,1,4,4,1,0,0,1,0,0,0,4,4,5,1,15,0,6,10,3,1,0,0,0,0,6,9,3,0,2,0,1,10,3,47,26,0,10,0,1,0,0,4,12,0,0,0,1,0,0,0,3,5,1997,DLP:1997
1997-06-06,Ireland,Labour Party,Labour,1950,10.399,7,3,0,0,12,14,19,41,30,0,13,70,125,1,27,66,0,112,0,35,34,26,66,26,22,0,2,8,0,77,72,6,12,25,0,23,119,43,320,56,8,88,0,30,3,16,49,117,0,9,0,39,0,17,0,26,36,1997,Labour:1997
1997-06-06,Ireland,Progressive Democrats,PD,729,4.682,18,0,0,0,2,0,3,4,17,0,24,12,33,1,4,8,4,43,23,25,49,25,14,6,5,0,1,0,0,25,6,0,2,60,0,0,29,14,33,48,14,7,0,24,0,10,5,43,0,10,0,6,15,27,1,11,18,1997,PD:1997
1997-06-06,Ireland,Family of the Irish,NA,1264,27.945,5,1,0,0,0,0,2,0,22,0,8,13,27,0,0,62,1,94,1,15,56,75,21,9,21,2,0,5,0,39,64,1,1,43,0,12,84,11,46,113,4,74,0,26,0,55,37,102,0,1,0,26,4,36,0,1,44,1997,NA:1997
1997-06-06,Ireland,Soldiers of Destiny,NA,2166,39.334,0,3,0,0,28,15,10,20,27,0,10,11,87,0,5,97,1,136,15,56,57,116,50,28,13,0,0,3,0,89,142,0,15,56,0,10,161,64,116,141,9,89,0,79,2,60,41,111,3,8,0,27,7,97,0,21,30,1997,NA:1997
1997-06-06,Ireland,We Ourselves,SF,1209,2.55,0,0,0,4,0,16,42,18,11,0,33,37,16,4,0,0,0,25,3,2,0,34,3,52,0,0,0,0,0,10,82,50,21,0,0,3,22,60,184,174,0,80,0,16,0,0,0,17,57,15,0,7,0,87,0,0,24,1997,SF:1997
2002-05-17,Ireland,Green Party,Greens,515,3.847,0,1,0,0,4,9,10,12,3,0,12,0,0,0,0,2,0,17,19,0,0,4,22,0,0,0,0,0,0,1,13,30,2,0,0,53,41,39,46,55,0,31,0,0,0,0,0,6,0,0,0,0,0,34,0,34,15,2002,Greens:2002
2002-05-17,Ireland,Labour Party,Labour,1310,10.772,0,0,0,0,11,8,14,69,36,0,7,47,44,8,0,4,36,77,9,6,0,4,36,36,2,0,1,0,0,39,75,29,33,16,0,1,90,64,105,139,0,40,0,0,0,1,1,80,11,17,1,29,0,46,0,0,38,2002,Labour:2002
2002-05-17,Ireland,Progressive Democrats,PD,1673,3.963,0,1,0,0,21,0,11,33,40,0,10,8,8,0,0,20,0,56,0,0,105,116,77,4,5,2,0,2,0,157,235,87,12,1,0,2,152,35,33,175,0,84,0,0,0,0,0,62,13,3,0,0,0,71,0,10,22,2002,PD:2002
2002-05-17,Ireland,Family of the Irish,NA,483,22.478,0,18,0,0,2,0,5,16,28,0,2,0,0,0,0,2,0,14,0,26,4,1,1,3,5,0,0,0,0,6,36,12,0,26,0,3,19,0,35,75,0,38,0,1,0,0,0,37,8,2,0,0,0,24,0,0,34,2002,NA:2002
2002-05-17,Ireland,Soldiers of Destiny,NA,1617,41.485,0,45,0,0,52,0,41,38,51,0,3,5,12,0,0,3,0,38,32,0,6,44,6,9,17,0,0,0,0,127,176,69,0,42,0,1,66,115,58,104,0,52,0,0,0,0,0,51,30,25,0,0,0,198,0,50,51,2002,NA:2002
2002-05-17,Ireland,We Ourselves,SF,1209,6.514,0,0,0,4,0,16,42,18,11,0,33,37,16,4,0,0,0,25,3,2,0,34,3,52,0,0,0,0,0,10,82,50,21,0,0,3,22,60,184,174,0,80,0,16,0,0,0,17,57,15,0,7,0,87,0,0,24,2002,SF:2002
2007-05-24,Ireland,Green Party,Greens,1083,4.692,34,6,0,4,1,19,6,20,12,1,2,12,15,16,0,37,6,41,12,23,7,27,40,2,3,6,1,8,0,6,68,1,2,1,0,90,77,23,52,163,1,62,0,0,0,8,1,33,7,10,0,15,0,7,1,37,57,2007,Greens:2007
2007-05-24,Ireland,Labour Party,Labour,2235,10.126,30,32,2,6,8,18,11,55,25,0,1,33,73,7,1,71,5,99,7,21,7,31,48,0,9,5,1,9,0,21,178,7,10,18,0,109,83,112,121,276,0,126,0,5,0,8,11,100,22,6,0,47,0,38,3,109,210,2007,Labour:2007
2007-05-24,Ireland,Progressive Democrats,PD,2084,2.73,102,16,0,1,12,1,5,40,29,0,3,11,27,7,0,60,2,187,2,32,26,65,101,10,2,0,0,48,0,18,210,0,3,18,0,156,48,108,40,237,6,68,0,3,0,6,0,163,5,16,0,4,1,55,1,65,64,2007,PD:2007
2007-05-24,Ireland,Family of the Irish,NA,2096,27.322,32,6,0,1,18,2,12,40,23,1,0,9,27,4,0,36,14,340,5,31,14,61,132,2,3,3,4,12,2,11,207,0,2,11,1,96,54,75,38,191,2,168,0,2,0,36,3,154,5,15,0,7,0,34,2,44,104,2007,NA:2007
2007-05-24,Ireland,Soldiers of Destiny,NA,2203,41.561,138,14,1,0,34,8,21,53,32,0,4,0,9,1,0,72,1,56,15,8,13,40,33,3,14,0,5,34,0,35,222,0,8,27,0,87,62,150,29,297,0,129,0,40,0,3,0,134,43,19,0,2,0,75,10,105,117,2007,NA:2007
2007-05-24,Ireland,We Ourselves,SF,1674,6.942,47,9,0,2,0,11,3,30,1,0,23,62,11,4,0,54,3,28,12,140,27,5,10,9,0,11,0,13,0,6,88,20,79,1,0,76,15,45,136,228,0,92,0,101,0,0,1,24,9,7,0,79,0,66,8,44,34,2007,SF:2007
2011-02-25,Ireland,United Left Alliance,ULA,97,2.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,5,0,0,0,0,0,0,0,2,1,0,1,1,8,0,29,2,5,0,1,13,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,3,1,2011,ULA:2011
2011-02-25,Ireland,Green Party,Greens,551,1.8,4,0,0,0,0,0,2,18,0,0,1,5,9,1,29,17,0,23,4,1,0,11,12,2,0,0,3,20,1,1,51,0,4,1,0,22,87,23,20,62,1,21,0,1,0,0,2,24,0,5,0,0,0,13,0,19,31,2011,Greens:2011
2011-02-25,Ireland,Socialist Party,NA,71,NA,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,0,7,0,0,0,1,0,1,0,4,7,1,2,5,6,0,23,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2011,NA:2011
2011-02-25,Ireland,Labour Party,Labour,1435,19.447,0,6,0,0,12,5,2,37,26,1,6,5,25,0,24,42,0,108,34,25,15,30,37,22,17,1,34,27,5,45,124,28,28,23,0,21,60,47,60,118,19,74,0,2,0,0,17,63,14,31,0,17,0,45,3,22,28,2011,Labour:2011
2011-02-25,Ireland,Family of the Irish,NA,1500,36.104,0,5,0,0,21,5,12,24,20,14,2,10,14,2,34,66,3,171,10,25,6,69,47,4,6,0,7,35,10,40,119,15,12,75,1,29,46,50,14,131,41,66,0,8,0,9,5,69,8,22,0,9,1,57,1,30,20,2011,NA:2011
2011-02-25,Ireland,Soldiers of Destiny,NA,652,17.446,0,1,0,0,0,0,0,3,6,0,0,1,25,9,61,0,0,68,14,17,5,22,42,8,0,0,47,54,0,25,101,5,0,40,0,8,2,13,4,14,2,23,0,5,0,0,0,0,0,0,0,9,0,15,0,0,3,2011,NA:2011
2011-02-25,Ireland,We Ourselves,SF,610,9.94,0,0,2,0,0,0,1,0,0,1,1,3,14,0,25,0,0,14,9,29,6,8,1,3,2,0,4,18,23,9,16,26,22,12,31,0,4,5,43,101,0,26,0,33,0,0,0,29,2,22,0,15,0,15,0,13,22,2011,SF:2011
2016-02-26,Ireland,Green Party,Greens,751,2.719,4,5,0,1,4,2,3,27,12,1,1,2,14,0,13,44,1,13,10,7,1,4,16,7,0,0,2,0,0,8,41,4,19,3,0,3,152,21,34,135,0,57,0,0,8,0,3,21,0,13,0,0,1,16,0,1,17,2016,Greens:2016
2016-02-26,Ireland,People Before Profit Alliance,PBPA,336,1.977,11,0,0,5,0,1,1,1,0,1,0,0,11,0,0,4,0,7,9,5,0,1,10,1,0,2,0,0,0,0,6,2,15,0,18,2,23,11,29,82,1,25,0,2,2,0,13,0,2,5,0,16,0,4,0,6,2,2016,PBPA:2016
2016-02-26,Ireland,Anti-Austerity Alliance,AAA,227,1.969,0,0,0,5,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,9,8,0,45,7,7,0,47,34,0,12,0,0,5,0,9,2,2,0,0,12,0,0,0,1,9,2016,AAA:2016
2016-02-26,Ireland,Workers and Unemployment Action,WUA,127,0.349,0,0,0,0,0,0,0,0,1,0,3,0,6,4,1,0,0,1,11,11,0,3,0,0,0,0,0,0,0,0,3,1,13,0,13,3,3,0,21,13,0,5,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,2016,WUA:2016
2016-02-26,Ireland,Labour Party,Labour,1604,6.606,10,8,0,0,3,0,0,19,22,0,2,2,56,1,15,57,1,71,5,21,12,51,43,2,1,0,0,0,0,56,85,19,6,43,0,0,79,48,47,331,2,154,0,19,13,1,53,79,0,9,0,50,0,11,44,31,22,2016,Labour:2016
2016-02-26,Ireland,Social Democrats,NA,823,3.005,0,0,0,0,0,0,0,0,5,0,2,2,74,0,2,21,0,32,42,36,3,16,71,1,1,6,1,3,1,5,32,5,2,11,0,7,41,32,54,163,0,42,0,1,1,0,22,20,21,2,0,17,0,10,1,8,7,2016,NA:2016
2016-02-26,Ireland,Family of the Irish,NA,2302,25.516,12,21,0,0,40,1,10,27,25,0,6,3,52,0,3,114,11,137,5,42,32,87,103,26,4,0,4,11,3,93,147,16,17,41,0,0,111,113,80,400,17,108,2,4,7,4,22,102,7,1,2,40,2,131,7,3,46,2016,NA:2016
2016-02-26,Ireland,Soldiers of Destiny,NA,1962,24.35,0,39,0,5,7,0,4,11,33,1,6,0,18,1,6,119,6,51,0,48,7,123,103,15,2,3,3,0,0,6,147,18,30,18,0,2,37,36,68,550,0,105,0,26,8,0,2,122,0,4,0,18,0,87,8,15,44,2016,NA:2016
2016-02-26,Ireland,We Ourselves,SF,863,13.846,6,4,2,2,0,3,1,15,4,2,26,0,9,0,9,27,1,12,19,127,0,17,51,0,0,1,0,0,0,3,17,18,10,0,0,2,30,11,68,125,0,39,0,41,5,0,3,20,0,20,0,39,0,61,0,10,3,2016,SF:2016
2016-02-26,Ireland,Independent Alliance,NA,73,4.212,0,0,0,0,0,0,0,0,1,0,5,0,6,0,0,0,0,0,19,14,0,3,1,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,6,1,0,0,0,0,0,0,0,6,0,0,0,0,0,1,1,0,2,2016,NA:2016
1996-10-26,Malta,Labour Party,PL,535,50.73,0,3,0,0,10,1,1,3,0,0,6,6,38,2,0,28,1,37,28,8,7,16,36,6,7,0,0,2,0,2,24,6,2,0,0,4,29,17,37,49,0,42,0,5,0,0,0,14,1,0,0,6,0,17,1,0,33,1996,PL:1996
1996-10-26,Malta,Nationalist Party,PN,1758,47.807,0,9,0,0,11,0,4,29,32,0,0,41,104,23,2,84,4,184,19,32,31,31,16,7,7,0,1,57,0,33,188,0,0,8,0,0,63,69,132,217,1,48,0,17,0,37,0,29,18,4,0,22,1,107,3,5,28,1996,PN:1996
1998-09-05,Malta,Labour Party,PL,1134,46.966,2,4,0,0,21,1,1,9,13,0,32,1,47,4,0,52,3,88,45,44,13,16,40,12,14,1,0,47,1,9,58,7,9,32,0,0,47,33,50,178,2,75,0,10,0,0,4,45,4,0,0,22,1,26,1,2,8,1998,PL:1998
1998-09-05,Malta,Nationalist Party,PN,591,51.811,4,0,0,0,0,0,0,0,17,0,0,0,21,0,0,27,0,20,0,24,8,24,1,0,5,0,0,4,0,18,54,13,0,8,0,0,19,28,10,107,0,47,0,7,0,19,0,16,3,0,0,27,0,18,0,9,33,1998,PN:1998
1996-05-26,Cyprus,Progressive Party of the Working People,AKEL,1357,33,5,9,4,1,23,0,4,36,13,5,12,5,45,0,0,35,0,33,37,186,1,4,31,1,0,0,0,7,0,2,8,5,5,0,3,0,24,89,28,67,0,59,0,37,9,0,0,33,6,7,0,51,0,38,8,6,152,1996,AKEL:1996
1996-05-26,Cyprus,United Democratic Union of Cyprus,EDEK,1826,8.13,12,4,4,1,12,0,0,20,32,5,0,6,45,0,0,18,2,94,38,72,2,8,70,1,3,7,0,44,0,8,44,4,0,3,0,11,243,139,73,114,0,95,0,49,0,6,0,55,12,2,0,80,1,122,12,40,181,1996,EDEK:1996
1996-05-26,Cyprus,Liberal Party,KF,158,NA,4,2,2,0,5,0,1,9,14,0,1,0,2,0,1,0,0,2,1,27,4,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,2,11,10,3,0,2,0,7,1,0,0,3,4,0,0,0,0,2,0,0,17,1996,KF:1996
1996-05-26,Cyprus,Democratic Party,DiKo,1340,16.43,0,5,5,1,26,0,0,25,98,6,8,12,17,0,0,45,1,118,39,49,3,13,16,1,3,0,8,35,0,15,44,0,0,10,0,0,63,72,56,60,0,94,0,12,0,18,1,76,4,0,0,16,2,36,8,15,117,1996,DiKo:1996
1996-05-26,Cyprus,Free Democrats Movement,KED,848,3.69,5,11,6,0,16,1,0,31,46,2,1,20,41,0,0,15,0,55,18,63,9,7,17,1,0,1,0,43,0,4,46,0,0,6,0,0,45,48,13,22,0,20,0,21,3,2,0,33,0,4,0,7,0,22,1,5,81,1996,KED:1996
1996-05-26,Cyprus,Democratic Coalition,DISY,923,34.47,1,4,3,4,13,2,3,23,98,0,0,27,9,0,0,16,0,24,0,0,35,13,44,13,5,0,0,25,0,9,57,4,0,3,0,0,77,49,31,33,0,41,0,26,2,3,0,23,3,4,0,10,0,59,9,4,98,1996,DISY:1996
2001-05-27,Cyprus,Progressive Party of the Working People,AKEL,1464,35.2,13,8,2,0,9,7,6,22,41,3,1,13,32,0,0,48,0,56,55,82,0,6,40,4,0,0,0,24,0,9,13,3,9,14,9,0,57,104,49,111,0,109,0,24,0,10,1,38,8,12,0,80,0,50,25,1,64,2001,AKEL:2001
2001-05-27,Cyprus,United Democratic Union of Cyprus,EDEK,1865,6.61,5,6,7,0,17,1,6,23,107,1,2,15,38,0,0,51,0,71,23,12,17,1,110,4,3,0,1,83,1,2,102,2,0,5,0,9,166,323,76,110,0,113,0,7,0,6,1,41,12,4,0,52,0,83,15,7,48,2001,EDEK:2001
2001-05-27,Cyprus,Democratic Party,DiKo,2005,15.05,0,6,16,0,47,5,1,25,159,2,12,17,31,2,0,106,0,132,72,29,21,17,47,10,0,1,1,66,0,17,74,3,5,8,0,7,76,211,67,112,0,135,0,10,0,8,0,37,18,7,2,18,0,56,26,17,127,2001,DiKo:2001
2001-05-27,Cyprus,Democratic Coalition,DISY,1641,34.48,7,6,7,0,40,0,3,21,130,2,1,13,20,0,0,28,0,98,1,2,59,29,23,2,1,1,6,106,0,2,60,1,0,58,0,0,173,80,40,163,4,68,0,3,1,5,2,24,8,4,0,59,4,146,22,0,73,2001,DISY:2001
2006-05-21,Cyprus,Ecological and Environmental Movement,NA,749,1.946,32,0,16,8,5,0,1,0,5,1,5,12,12,0,0,2,2,4,12,4,1,3,42,8,2,0,0,1,1,1,30,0,1,7,2,80,165,95,24,18,1,23,0,5,1,6,0,12,12,3,0,3,1,15,1,13,28,2006,NA:2006
2006-05-21,Cyprus,Progressive Party of the Working People,AKEL,1043,31.126,7,0,16,4,0,2,1,3,2,1,2,3,23,0,0,25,0,20,16,45,0,5,43,4,4,0,0,2,1,6,5,5,8,26,4,13,68,85,47,85,1,61,0,36,4,34,0,29,6,0,0,47,0,40,7,47,92,2006,AKEL:2006
2006-05-21,Cyprus,United Democratic Union of Cyprus,EDEK,1152,8.913,8,1,11,1,28,0,3,1,10,1,0,14,34,0,0,19,0,10,16,10,3,12,34,9,5,5,0,9,0,3,43,3,12,15,0,32,51,110,101,64,6,135,7,12,0,17,0,38,8,5,0,82,0,47,7,22,48,2006,EDEK:2006
2006-05-21,Cyprus,Democratic Party,DiKo,89,17.92,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,4,3,16,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,4,0,0,0,23,0,0,0,1,5,0,0,0,0,0,0,0,1,2006,DiKo:2006
2006-05-21,Cyprus,European Party,EVROKO,1083,5.746,8,0,14,1,2,0,1,0,17,0,0,6,30,0,0,34,3,32,21,5,8,71,32,15,2,1,2,16,1,35,62,0,0,2,0,8,75,82,60,32,1,60,5,47,0,32,0,67,13,0,0,10,0,48,2,8,70,2006,EVROKO:2006
2006-05-21,Cyprus,Democratic Coalition,DISY,1037,30.344,6,3,14,0,24,0,0,0,38,0,0,4,47,0,0,27,0,11,29,5,11,20,33,22,7,1,0,20,0,2,69,0,4,11,0,15,38,46,36,67,6,70,4,26,0,22,0,63,13,4,0,27,0,44,6,48,54,2006,DISY:2006
2011-05-22,Cyprus,Ecological and Environmental Movement,NA,947,2.215,42,0,22,3,1,1,1,0,0,1,0,13,16,0,0,0,0,11,13,1,1,3,48,9,1,0,0,0,2,4,38,0,1,12,2,93,211,90,35,33,0,33,0,11,3,5,0,34,6,1,2,9,1,17,4,25,65,2011,NA:2011
2011-05-22,Cyprus,Progressive Party of the Working People,AKEL,265,32.669,3,1,8,1,0,1,1,8,5,0,0,4,4,0,0,4,0,1,0,13,0,2,1,2,2,0,0,1,1,3,4,1,0,2,2,5,24,1,8,7,0,57,0,10,9,0,0,6,0,9,2,5,0,0,0,7,22,2011,AKEL:2011
2011-05-22,Cyprus,United Democratic Union of Cyprus,EDEK,229,8.926,2,0,4,0,0,0,0,1,2,0,0,6,8,0,0,1,0,3,4,23,2,5,17,7,1,0,0,2,3,14,5,3,2,15,0,0,10,2,24,9,0,5,0,8,1,1,0,4,5,1,0,7,0,2,0,0,4,2011,EDEK:2011
